"FLOORS","Level","lnPrice","lnInc","Top25","AboveMed"
7,1,11.5129354649202,11.9515093740402,1,1
17,1,13.3692250178346,12.1286569010321,1,1
8,2,12.1007176854125,11.6784483779882,1,1
2,4,10.5966597327836,10.2942112039893,0,0
1,1,12.4292201968364,11.2118338856085,0,0
1,1,11.6082447356423,10.9512976542739,0,0
2,4,10.3089859934221,10.6009006212431,0,0
19,4,11.7752974217158,11.571203807012,1,1
3,1,12.6115410869661,11.362114203075,0,1
2,4,11.2897944135779,10.1330504556525,0,0
6,4,11.9183972397228,11.7750974032519,1,1
6,3,12.3883983689821,10.9685085862091,0,0
2,4,9.21044036697652,10.0519506601738,0,0
3,4,10.5966597327836,11.0120666735714,0,0
3,1,10.8197982842103,10.6436375866914,0,0
18,1,11.9829353441964,12.7635031904174,1,1
3,1,10.5966597327836,8.46611040118692,0,0
6,4,11.4075760603618,10.8585181127262,0,0
2,4,12.1007176854125,9.58795455192857,0,0
2,3,12.3883983689821,11.0016830877079,0,0
3,1,10.8197982842103,9.7981825908907,0,0
2,4,11.2897944135779,10.2002160821237,0,0
4,2,11.4075760603618,10.8587682017015,0,0
1,1,12.7068509637411,10.914633815423,0,0
2,1,12.1007176854125,8.81001204797317,0,0
3,1,10.8197982842103,10.1658902778025,0,0
2,1,11.8494048444231,11.0016830877079,0,0
4,2,11.002116507732,10.1256306035168,0,0
2,3,12.345838935722,10.3718961604113,0,0
3,3,11.6082447356423,10.8195382556057,0,0
3,1,11.5129354649202,10.6324120244716,0,0
4,1,10.3089859934221,10.6850118437135,0,0
1,1,13.180634172319,11.5988737771066,1,1
3,2,10.8197982842103,11.0159698727231,0,0
5,4,11.2897944135779,11.1064748714308,0,0
3,2,11.1562648066437,10.3766424612808,0,0
8,4,12.9715428132484,12.657899574943,1,1
1,1,11.002116507732,10.5956842815601,0,0
1,4,11.002116507732,9.43771495981821,0,0
3,2,10.3089859934221,9.6542566664586,0,0
2,1,9.90353755128617,10.1544408044896,0,0
2,1,13.038983942376,8.61268517287546,0,0
4,2,10.3089859934221,10.3218030726231,0,0
3,1,11.1562648066437,10.4623887995337,0,0
3,2,9.21044036697652,9.35062391742324,0,0
3,1,12.043559598368,11.6378032731025,1,1
3,4,11.5129354649202,9.61587214452889,0,0
2,1,9.21044036697652,11.2995837186283,0,1
4,3,10.8197982842103,10.6164618698958,0,0
4,1,11.9183972397228,11.3742494327811,0,1
4,2,9.90353755128617,10.8561294998748,0,0
3,4,11.4075760603618,8.26384813136891,0,0
2,4,11.9183972397228,10.3089859934221,0,0
4,1,11.6952553550628,11.121378054821,0,0
2,3,11.8494048444231,10.8237902258001,0,0
3,4,12.899222326087,11.9183105698782,1,1
6,4,13.3847291803322,12.9353974522087,1,1
2,4,12.3883983689821,11.5128054577697,1,1
3,2,11.4075760603618,11.1776065630028,0,0
3,4,11.2897944135779,11.9828540914033,1,1
3,2,12.899222326087,10.5968347130987,0,0
3,3,11.7752974217158,10.308552580623,0,0
4,3,12.8212609873195,11.0018998212016,0,0
16,2,13.5008011829866,11.4075649493124,0,1
5,4,0.693147180559945,10.6666504146677,0,0
12,1,13.4298495477394,12.1971277590484,1,1
2,1,11.2897944135779,9.28739400141847,0,0
13,3,11.9183972397228,11.5068570895686,0,1
2,3,11.4075760603618,11.1270864979972,0,1
3,1,11.9183972397228,10.896035374127,0,0
2,1,10.8197982842103,9.93793728726535,0,0
16,1,14.093143052138,12.8797999755256,1,1
20,1,10.5966597327836,11.1844352867906,0,1
2,1,12.6115410869661,11.3514412940427,0,1
3,2,12.7656912906044,10.7828653063867,0,0
3,1,11.9183972397228,12.317618492525,1,1
13,4,12.7656912906044,11.7789062588276,1,1
3,2,12.2060776455177,11.081557762539,0,0
3,1,10.5966597327836,9.97119292889014,0,0
13,2,11.6082447356423,10.7144399907278,0,0
4,3,12.7938620882062,11.9182238925213,1,1
6,4,12.2060776455177,10.9207270827385,0,0
2,1,12.8479291632781,9.61587214452889,0,0
2,3,12.345838935722,11.0817578595097,0,0
8,3,9.21044036697652,10.2399955028053,0,0
2,1,11.1562648066437,10.2240844399991,0,0
2,3,13.270785106659,11.7787299589027,1,1
2,4,11.4075760603618,5.70711026474888,0,0
3,2,9.90353755128617,10.0858507751287,0,0
10,4,12.4292201968364,11.3736748918235,0,1
2,3,11.8494048444231,9.11559003543037,0,0
3,1,11.2897944135779,11.2950927859746,0,1
3,1,10.5966597327836,10.9886937126213,0,1
2,3,11.1562648066437,10.8192781593686,0,0
17,1,10.3089859934221,10.0858507751287,0,0
3,3,12.345838935722,10.822554427357,0,0
5,3,10.8197982842103,10.9699381543958,0,0
2,3,12.2060776455177,11.37951977873,0,0
3,1,11.5129354649202,10.7787062586348,0,0
4,2,0.693147180559945,11.6784483779882,1,1
3,4,10.3089859934221,10.043292972227,0,0
2,1,13.1021627109011,12.7937037427767,1,1
2,1,11.8494048444231,10.5960095377022,0,0
2,4,12.8479291632781,10.2399955028053,0,0
3,1,13.270785106659,11.4121212203936,0,1
6,1,11.2897944135779,10.7253137469497,0,0
3,1,13.1021627109011,11.3501123745643,0,0
2,3,11.002116507732,10.1261509886135,0,0
2,3,11.1562648066437,10.348205424566,0,0
8,4,12.6443308022626,11.2897944135779,0,0
2,4,11.2897944135779,11.2249100036172,0,1
2,3,11.6952553550628,11.0344863569034,0,0
3,2,11.1562648066437,10.2978917132849,0,0
12,4,13.5278298188449,12.156293992967,1,1
1,4,11.9183972397228,7.77317368048254,0,0
2,4,12.7367038377645,10.1752688754562,0,0
1,1,11.7752974217158,11.231556754575,0,1
2,4,11.6082447356423,8.88197518424887,0,0
3,1,11.6952553550628,11.2771145199283,0,0
18,4,13.3046866008636,7.82444593087762,0,0
16,4,13.4298495477394,7.37838371299671,0,0
5,4,12.5061809416774,10.3836890067583,0,0
1,4,11.4075760603618,11.3849557205256,0,1
5,1,11.5129354649202,9.58829724066775,0,0
3,2,11.7752974217158,11.9047986195589,1,1
2,1,12.4684407561441,12.524482739333,1,1
4,1,11.8494048444231,11.4058078509633,0,1
5,4,12.9480123712091,11.5016218187988,0,1
3,1,10.8197982842103,11.00378175932,0,0
2,1,11.6082447356423,11.2896319024049,0,1
3,3,12.3013873707787,10.7684218301335,0,0
3,2,12.1547846142867,10.5041904427048,0,0
1,4,12.2060776455177,10.2036291813376,0,0
2,1,11.002116507732,10.8197982842103,0,0
3,2,12.1547846142867,11.7983224285483,1,1
2,1,12.5061809416774,11.514933447623,1,0
2,4,12.2060776455177,11.1560790777645,0,0
4,4,11.6952553550628,10.3735224312936,0,0
2,1,11.1562648066437,11.2247365974529,0,1
2,3,12.345838935722,12.6578582039068,1,1
3,1,10.5966597327836,10.6942377369148,0,0
8,1,13.5541470925303,12.9285795793965,1,1
1,1,11.002116507732,10.3081189798957,0,0
2,1,12.345838935722,9.98695515777739,0,0
4,2,11.4075760603618,10.3735224312936,0,0
2,3,11.4075760603618,11.0083303909549,0,0
1,1,11.2897944135779,10.7789771230064,0,0
3,2,11.5129354649202,10.8195382556057,0,0
4,4,12.2060776455177,11.2644769261024,0,1
1,4,11.6952553550628,10.463131911492,0,0
2,1,12.3883983689821,11.7196306435324,1,1
3,4,12.4684407561441,11.0016830877079,0,0
2,3,12.2060776455177,9.18891242456256,0,0
4,3,11.2897944135779,11.1619627465907,0,1
2,4,12.043559598368,11.7359730116761,1,1
2,1,11.5129354649202,11.1927339748227,0,1
3,4,12.2060776455177,9.7291936874294,0,0
3,1,11.9183972397228,10.9435522275788,0,0
2,3,11.002116507732,5.85220247977447,0,0
2,1,12.345838935722,10.8197982842103,0,0
1,4,9.90353755128617,10.1658902778025,0,0
3,3,11.5129354649202,10.2031476017473,0,0
2,1,13.0170050839663,10.1658902778025,0,0
3,2,11.9829353441964,8.16080392095467,0,0
2,1,12.7938620882062,11.6716030258498,1,1
2,4,11.002116507732,10.3099188603896,0,0
3,4,12.345838935722,10.6158489520199,0,0
2,1,13.0815434662152,10.5450255993628,0,0
4,4,13.1223653774023,10.7727076410173,0,0
3,2,11.9183972397228,11.6170602297022,1,1
3,3,13.1223653774023,9.92206393810906,0,0
4,3,9.21044036697652,9.57505292759738,0,0
2,3,10.5966597327836,9.19187085569252,0,0
6,1,11.6082447356423,10.5966597327836,0,0
3,2,13.1223653774023,11.1560790777645,0,0
3,2,11.8494048444231,11.362114203075,0,1
2,3,11.2897944135779,11.262166596623,0,1
2,3,9.21044036697652,10.1773622402567,0,0
4,1,10.8197982842103,9.69208727824151,0,0
3,1,11.4075760603618,10.9151066458675,0,0
3,2,12.2060776455177,10.1424650821529,0,0
2,3,11.6952553550628,11.0361791548571,0,0
4,4,13.1993262703906,12.5930376776538,1,1
3,1,11.4075760603618,11.3889030045238,0,1
4,1,12.1007176854125,11.0817578595097,0,0
4,3,12.254867571593,11.0016830877079,0,0
3,4,11.6952553550628,10.9151066458675,0,0
5,4,13.0604901013436,11.2897944135779,0,1
3,2,9.90353755128617,10.7902464818042,0,0
5,1,13.1223653774023,12.6443308022626,1,1
3,2,12.5061809416774,10.1563064041601,0,0
2,3,10.8197982842103,11.849311983632,1,1
6,4,12.8212609873195,11.0974251724089,0,1
3,2,11.1562648066437,9.77571099759397,0,0
2,3,11.8494048444231,11.0018998212016,0,0
6,1,12.7656912906044,11.9190636798245,1,1
2,4,10.5966597327836,11.5129154649202,1,1
7,1,9.90353755128617,12.7432792119525,1,1
6,4,9.21044036697652,8.85194967125395,0,0
4,1,12.899222326087,11.2252567257629,0,0
4,2,13.180634172319,10.4089789747114,0,0
3,2,12.254867571593,11.9827728320077,1,1
3,2,11.2897944135779,10.0173964266439,0,0
3,4,9.90353755128617,11.820336632603,1,1
4,2,11.1562648066437,10.4623887995337,0,0
3,3,11.4075760603618,9.39274525863144,0,0
3,2,11.5129354649202,10.1261509886135,0,0
6,4,9.21044036697652,11.6526961029598,1,1
2,4,9.90353755128617,7.60140233458373,0,0
3,2,10.5966597327836,10.5317761607476,0,0
2,3,11.7752974217158,9.67790352568256,0,0
2,3,10.3089859934221,10.5450255993628,0,0
3,1,11.8494048444231,11.0085456886876,0,0
6,2,12.5776396502326,11.066247661028,0,1
7,4,10.8197982842103,7.26192709270275,0,0
2,1,11.9829353441964,11.1558933143837,0,1
3,1,9.90353755128617,11.7979164196105,1,1
6,3,12.2060776455177,10.7872757536483,0,0
6,2,13.2176753753888,12.278802525694,1,1
3,3,11.1562648066437,10.0858507751287,0,0
2,1,11.002116507732,9.7960136942309,0,0
7,4,12.899222326087,11.5128054577697,1,1
3,3,12.5776396502326,11.6664016316503,1,1
1,1,11.2897944135779,9.12565356380899,0,0
3,1,10.8197982842103,10.7784353208759,0,0
3,1,11.7752974217158,10.5227998005867,0,0
19,4,12.6115410869661,9.30574145673943,0,0
2,3,10.8197982842103,11.6524699924081,1,1
20,1,12.2060776455177,10.8197982842103,0,0
2,3,11.5129354649202,10.0257494320691,0,0
2,3,11.6082447356423,10.9677671621237,0,0
5,1,12.345838935722,11.0016830877079,0,0
3,2,11.1562648066437,11.5209035552051,1,1
1,1,12.4292201968364,10.1266711030504,0,0
2,1,11.002116507732,10.4627604245397,0,0
2,3,0.693147180559945,8.84822206837138,0,0
2,1,11.1562648066437,10.8190179954639,0,0
2,3,11.4075760603618,10.2121113091947,0,0
2,3,11.1562648066437,8.89822898560123,0,0
2,1,10.8197982842103,11.1911763099019,0,1
20,1,12.345838935722,11.6955636383025,1,1
7,4,12.8479291632781,11.3501123745643,0,0
2,3,11.002116507732,10.8195382556057,0,0
3,2,9.90353755128617,10.5499361300868,0,0
2,1,10.3089859934221,10.1648898159674,0,0
3,1,10.5966597327836,10.4027161904565,0,0
4,1,12.043559598368,11.7750974032519,1,1
2,4,10.8197982842103,9.90653291072209,0,0
2,4,11.7752974217158,11.3615326454146,0,1
2,3,12.3883983689821,9.39316180381179,0,0
3,4,12.2060776455177,11.0840791340242,0,0
2,1,10.5966597327836,10.2110090163142,0,0
3,3,10.8197982842103,10.1581685298485,0,0
2,1,11.4075760603618,9.39057642227912,0,0
2,3,12.5425484535736,7.1608459066643,0,0
4,1,12.4292201968364,11.3851034570321,0,1
14,4,13.1223653774023,13.1060937417369,1,1
5,1,13.353476685668,9.54115377038857,0,0
3,1,10.3089859934221,10.2395311258658,0,0
2,3,11.8494048444231,11.6081265479146,1,1
2,4,12.6443308022626,10.6719509036555,0,0
2,3,12.1007176854125,11.9827728320077,1,1
2,1,10.5966597327836,7.87663846097546,0,0
2,4,11.1562648066437,10.308552580623,0,0
2,3,12.2060776455177,9.98049488889691,0,0
2,3,12.2060776455177,10.7141510665239,0,0
1,1,11.6952553550628,9.50009529458889,0,0
2,3,12.1007176854125,11.1270864979972,0,1
2,1,11.2897944135779,10.3735224312936,0,0
3,1,12.6115410869661,12.1007176854125,1,1
18,1,14.093143052138,11.9183105698782,1,1
3,2,12.4292201968364,11.3384292104775,0,1
3,2,11.6952553550628,10.2678181172857,0,0
2,3,11.2897944135779,10.9952262722611,0,0
8,1,10.3089859934221,8.00670084544037,0,0
2,3,11.7752974217158,11.0709260321341,0,0
2,1,10.8197982842103,10.6769697057483,0,0
3,1,11.1562648066437,11.5511938016801,1,0
10,1,12.8739045822051,11.9898488474051,1,1
2,4,10.3089859934221,9.39274525863144,0,0
3,1,10.5966597327836,10.5183488146975,0,0
1,1,9.90353755128617,10.1186392539208,0,0
2,1,9.21044036697652,9.11382947159534,0,0
3,3,10.3089859934221,9.45759099863363,0,0
3,4,13.458837042596,12.8326071553908,1,1
3,1,11.9183972397228,10.3033704423481,0,0
3,1,12.3013873707787,11.5896549978289,1,1
1,4,11.6952553550628,11.0106134969694,0,0
3,3,10.8197982842103,10.1059384806252,0,0
3,1,12.5425484535736,10.5805561628834,0,0
3,3,12.3883983689821,11.2896319024049,0,0
3,1,11.7752974217158,10.3672530148147,0,0
1,4,11.002116507732,11.362114203075,0,0
4,1,14.093143052138,13.5971978194619,1,1
3,2,11.7752974217158,10.7141510665239,0,0
12,3,11.6952553550628,10.7579241570616,0,0
6,3,12.676079399771,12.292135656296,1,1
12,3,12.345838935722,11.0427298172901,0,0
2,1,12.7938620882062,10.5840812670245,0,0
3,4,11.9829353441964,12.1891350102222,1,1
6,1,11.8494048444231,11.5326104382866,1,1
2,3,10.3089859934221,9.03610602536485,0,0
2,3,12.676079399771,11.8017668651419,1,1
4,2,12.1547846142867,11.6867779266728,1,1
6,3,12.5776396502326,11.6950386667264,1,1
13,1,11.9183972397228,9.92333919823873,0,0
3,3,12.5425484535736,11.5288086565978,1,1
4,4,13.038983942376,12.1868286621634,1,1
2,3,10.8197982842103,10.9853096718968,0,0
10,1,14.093143052138,11.4823425384924,0,1
3,2,12.8212609873195,10.5466826441534,0,0
4,2,12.4684407561441,11.5691923704235,1,1
2,4,12.1007176854125,11.7980141775694,1,1
3,3,11.002116507732,11.2565870087984,0,1
3,1,12.8479291632781,11.0817578595097,0,1
3,2,12.6115410869661,11.8514527314276,1,1
6,3,12.254867571593,11.6081265479146,1,1
8,2,11.9829353441964,10.308552580623,0,0
1,1,12.1007176854125,8.29429960885724,0,0
5,1,11.4075760603618,9.20653313363323,0,0
2,3,11.4075760603618,9.90288737246409,0,0
3,4,12.676079399771,12.1806266241987,1,1
2,1,11.7752974217158,11.1674447737911,0,0
3,1,12.899222326087,8.29429960885724,0,0
2,1,11.2897944135779,10.914397316336,0,0
2,1,11.2897944135779,10.8192781593686,0,0
6,4,10.8197982842103,10.5963346880871,0,0
6,3,11.9829353441964,11.6081265479146,1,1
6,4,12.043559598368,11.9918145018039,1,1
4,2,12.7367038377645,11.7197363616635,1,1
2,3,9.90353755128617,10.0690443629974,0,0
6,2,10.5966597327836,12.9285795793965,1,1
2,1,12.1547846142867,11.0819579164496,0,0
7,2,9.90353755128617,11.6530873273667,1,1
2,3,12.345838935722,11.9000568663899,1,1
2,3,11.2897944135779,10.5950334517291,0,0
2,3,9.21044036697652,10.0096927113824,0,0
3,1,11.6082447356423,9.83097062169695,0,0
2,4,11.7752974217158,11.2116581968744,0,0
2,1,9.21044036697652,10.0108161302887,0,0
3,1,12.3883983689821,10.254179634797,0,0
3,1,10.3089859934221,9.45727857185611,0,0
5,1,11.4075760603618,10.5474707490647,0,0
2,1,9.90353755128617,11.5077923128585,0,1
12,2,11.7752974217158,10.7789771230064,0,0
4,1,11.9183972397228,11.7636919653883,1,1
1,1,10.3089859934221,10.997438996322,0,1
3,4,13.0815434662152,11.4184829086718,0,1
1,1,11.8494048444231,11.2644769261024,0,1
3,2,13.0170050839663,12.0438536710414,1,1
17,2,13.0170050839663,10.5187002182882,0,0
3,1,13.270785106659,12.4291161918441,1,1
4,1,10.5966597327836,10.1933173170454,0,0
4,3,12.3013873707787,11.8456406527137,1,1
2,1,12.3883983689821,10.9928067942926,0,1
1,4,11.7752974217158,9.8255800636596,0,0
3,3,11.2897944135779,10.8213570375235,0,0
7,4,12.899222326087,12.205947637717,1,1
2,4,12.1547846142867,9.8934877204578,0,0
3,1,13.2176753753888,6.77878489768518,0,0
4,3,11.9829353441964,11.0153615151874,0,1
2,1,12.4684407561441,10.0523815832176,0,0
5,3,12.899222326087,11.4615058468147,0,1
3,2,11.8494048444231,11.3848079621898,0,1
2,1,11.002116507732,10.4623887995337,0,0
3,1,11.4075760603618,11.3241954175951,0,1
3,4,12.4292201968364,9.10364563330522,0,0
1,4,11.6082447356423,10.7141510665239,0,0
2,3,11.9183972397228,10.7995959850478,0,0
3,3,12.4684407561441,8.98732181285012,0,0
4,3,11.6082447356423,10.1839561704696,0,0
5,2,12.2060776455177,11.5128054577697,1,1
3,1,11.2897944135779,11.3916613774772,0,1
2,1,11.002116507732,10.357361799852,0,0
3,2,12.9715428132484,12.0889824947736,1,1
5,3,13.2878795107957,11.5128054577697,1,1
2,1,11.9829353441964,9.74102744483773,0,0
1,1,12.6115410869661,11.7358689962818,1,1
3,1,11.4075760603618,8.60611940061064,0,0
3,4,12.345838935722,8.00670084544037,0,0
4,3,13.038983942376,9.20913965139966,0,0
4,1,13.3046866008636,11.3997679650102,0,1
2,3,12.043559598368,7.77821147451249,0,0
2,1,12.4292201968364,11.8418622383114,1,1
3,1,11.8494048444231,8.98569569453571,0,0
1,4,11.002116507732,10.2746372302292,0,0
1,1,10.3089859934221,10.4047778593188,0,0
3,1,12.6443308022626,10.8195382556057,0,0
2,3,11.8494048444231,11.2896319024049,0,1
2,1,11.2897944135779,10.9102951765623,0,0
2,3,11.6952553550628,11.3965826417099,0,1
2,3,11.5129354649202,8.8538082749772,0,0
2,1,11.5129354649202,7.31388683163346,0,0
2,4,11.9183972397228,12.0723983855577,1,1
3,1,12.1547846142867,10.7576475289438,0,0
2,4,11.5129354649202,9.98437605626947,0,0
3,3,11.6082447356423,10.8594027621935,0,0
3,4,11.002116507732,9.54595509818327,0,0
1,1,11.6082447356423,12.0076278043487,1,1
3,1,12.1007176854125,10.7358530494725,0,0
2,4,11.1562648066437,9.51199931135876,0,0
2,3,11.002116507732,10.7990652428127,0,0
3,1,13.180634172319,9.91877017606729,0,0
3,1,12.3883983689821,12.636191341077,1,1
1,4,12.1007176854125,11.0617514407684,0,1
1,1,12.6115410869661,11.111686414488,0,1
2,3,10.8197982842103,8.69533937679971,0,0
2,3,10.8197982842103,7.78364059622125,0,0
4,4,11.4075760603618,6.55250788703459,0,0
2,3,0.693147180559945,8.85194967125395,0,0
3,1,12.5425484535736,10.6200826689586,0,0
3,2,12.3883983689821,12.657899574943,1,1
5,1,12.043559598368,11.1560790777645,0,0
3,1,11.002116507732,9.51554305814595,0,0
2,3,9.21044036697652,10.8237902258001,0,0
3,3,11.2897944135779,10.1444317284758,0,0
3,1,11.6952553550628,10.9505959983371,0,0
3,2,11.8494048444231,11.5896549978289,1,1
2,1,10.8197982842103,11.2383307120649,0,1
1,1,11.1562648066437,10.668676285961,0,0
2,3,12.899222326087,11.6951470167638,1,1
2,3,11.1562648066437,11.1270864979972,0,0
2,3,10.5966597327836,10.4184346712613,0,0
4,4,11.7752974217158,11.1362810226703,0,0
3,1,14.093143052138,12.9077607483519,1,1
4,3,12.3013873707787,10.1489795075141,0,0
2,1,12.7068509637411,11.3385839825165,0,0
2,1,9.90353755128617,9.39474309497396,0,0
3,3,10.8197982842103,10.6928081765447,0,0
3,4,11.7752974217158,11.3736748918235,0,1
4,4,11.2897944135779,11.5703449558377,1,1
4,4,11.002116507732,11.5703449558377,1,1
3,1,14.093143052138,12.748196334841,1,1
13,3,11.5129354649202,11.4619058173485,0,1
6,2,12.4292201968364,7.88532923927319,0,0
3,3,12.6115410869661,7.60140233458373,0,0
3,4,11.6082447356423,11.4072871329472,0,1
3,2,12.2060776455177,11.1560790777645,0,0
4,4,11.2897944135779,4.61512051684126,0,0
2,3,11.9829353441964,10.8618602847896,0,0
3,1,11.4075760603618,10.4038991379532,0,0
2,3,11.9829353441964,10.4337628001234,0,0
20,4,12.4292201968364,12.7423262212144,1,1
5,4,12.7938620882062,11.4074316070894,0,1
3,2,10.8197982842103,9.39166142843655,0,0
2,1,11.2897944135779,11.4294134127412,0,0
2,3,11.4075760603618,10.4627604245397,0,0
6,3,11.002116507732,13.0212560264273,1,1
3,3,11.9183972397228,11.6436203384754,1,1
6,4,12.5425484535736,11.870515989637,1,1
4,1,11.4075760603618,10.8195382556057,0,0
